Período;Nº de acionamentos do Serviço de Helicópteros de Emergência Médica (SHEM);Nº de acionamentos das Viaturas Médica de Emergência e Reanimação (VMER);Nº de acionamentos de Ambulâncias de Transporte Inter-Hospitalar Pediátrico (TIP);Nº de acionamentos das Ambulâncias de Suporte Imediato de Vida (SIV);Nº de acionamentos das Ambulâncias de Emergência Médica (AEM);Nº de acionamentos dos Motociclos de Emergência Médica (MEM);Nº de acionamentos das Unidade Móvel de Intervenção Psicológica de Emergência (UMIPE);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos de Emergência Médica (PEM);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos Reserva (RES);Nº de acionamentos das Ambulâncias sedeadas em Postos Não INEM (NINEM)
2021-02-13;1;208;0;73;300;0;1;1839;158;75
2021-02-14;5;177;1;69;271;0;4;1786;182;77
2021-02-16;1;192;2;69;292;16;3;1845;177;85
2021-02-17;1;191;1;78;327;18;3;1874;202;80
2021-02-19;3;212;2;76;323;17;4;1948;207;98
2021-02-22;1;215;3;83;328;35;2;2024;203;85
2021-02-23;8;189;1;100;323;21;4;1882;176;69
2021-03-03;0;202;2;74;310;21;1;1840;196;69
2021-03-11;2;196;2;73;309;23;4;1909;185;72
2021-03-18;1;220;2;91;346;29;5;2031;203;78
2021-03-21;1;197;0;82;351;0;2;1852;187;70
2021-03-23;2;211;8;74;369;25;4;2000;194;84
2021-04-01;3;214;1;75;339;22;2;2076;199;101
2021-04-07;3;208;4;82;365;27;8;2126;225;109
2021-04-13;4;209;3;83;344;21;5;2069;218;77
2021-04-19;5;201;1;69;373;26;5;2164;210;95
2021-04-21;4;180;4;75;357;18;2;2105;202;84
2021-04-24;3;201;3;79;338;0;2;1986;185;79
2021-05-01;5;203;4;91;337;0;4;2115;238;98
2021-05-03;6;246;3;98;369;32;5;2533;264;120
2021-05-07;3;246;6;95;393;15;3;2520;242;135
2021-05-17;6;219;2;83;396;27;4;2668;242;120
2021-05-19;4;217;3;82;382;24;2;2456;231;136
2021-05-30;1;243;0;96;397;1;6;2355;239;100
2021-06-07;5;226;2;103;373;32;3;2563;231;131
2021-06-14;6;246;1;97;376;17;4;2877;275;144
2021-06-16;1;238;2;92;396;43;8;2733;260;129
2021-06-22;3;212;6;80;373;28;2;2344;236;118
2021-06-25;4;263;7;98;364;32;6;2821;266;122
2021-06-29;1;227;2;83;359;32;4;2395;205;97
2021-07-04;2;215;2;86;315;3;3;2267;194;96
2021-07-05;2;220;0;92;343;16;2;2663;266;120
2021-07-08;2;207;3;93;347;19;6;2415;240;146
2021-07-09;4;229;2;95;373;35;2;2622;239;99
2021-07-11;2;238;0;100;336;2;4;2526;233;112
2021-07-13;7;209;3;92;373;28;4;2550;245;109
2021-07-14;2;237;3;92;387;19;1;2672;263;109
2021-07-16;1;238;8;101;343;13;5;2868;278;124
2021-07-18;5;212;6;91;307;1;5;2451;276;99
2021-07-21;4;238;6;103;407;27;4;2603;253;103
2021-07-24;3;233;0;73;339;4;2;2506;248;93
2021-07-26;4;241;6;107;401;25;7;2776;257;120
2021-08-19;3;231;4;89;367;17;4;2631;251;75
2021-08-21;3;226;2;98;380;0;6;2520;262;106
2021-08-22;6;230;3;93;366;1;5;2530;233;97
2021-09-02;5;198;5;87;356;18;5;2453;237;102
2021-09-05;4;218;0;96;309;0;5;2500;242;117
2021-09-07;2;209;3;92;378;24;3;2514;227;108
2021-09-09;2;238;4;86;367;20;2;2518;241;103
2021-09-11;7;226;2;100;305;0;4;2448;229;112
2021-09-13;2;250;4;100;366;18;5;2571;250;105
2021-09-17;3;220;5;90;324;26;4;2545;199;112
2021-09-21;6;205;4;87;358;24;3;2461;239;102
2021-09-26;3;242;2;87;330;0;5;2438;201;122
2021-09-29;3;233;4;88;364;21;5;2501;236;102
2021-10-02;2;250;4;93;320;0;4;2451;235;130
2021-10-16;3;219;2;91;324;0;6;2413;216;125
2021-10-19;2;235;5;92;344;23;5;2710;259;104
2021-10-27;4;243;5;90;375;30;2;2615;248;146
2021-11-12;1;250;3;83;332;29;0;2716;228;128
2021-11-19;4;269;3;96;381;34;7;2590;271;142
2021-11-21;7;262;5;106;355;0;3;2545;240;106
2021-11-22;4;258;4;105;331;23;4;2630;274;107
2021-11-25;4;227;2;88;349;32;3;2613;256;124
2021-12-01;3;213;5;89;314;0;2;2316;228;97
2021-12-02;5;237;3;86;328;10;2;2692;277;108
2021-12-09;3;247;6;102;349;16;6;2800;266;117
2021-12-12;1;242;3;107;289;0;6;2441;258;95
2021-12-23;2;225;1;97;307;20;7;2528;267;136
2021-12-27;0;241;8;101;307;28;6;2796;304;133
2022-01-12;3;219;6;85;353;6;6;2638;246;104
2022-01-14;2;242;3;105;326;6;6;2692;225;112
2022-01-21;2;237;3;99;371;11;4;2787;235;111
2022-02-01;6;236;1;101;342;21;5;2820;247;119
2022-02-04;1;245;4;110;332;17;4;2711;242;129
2022-02-15;4;235;3;103;385;29;2;2620;248;115
2022-03-04;5;240;4;88;361;25;3;2579;243;124
2022-03-10;3;248;4;104;382;21;6;2543;275;123
2022-03-11;1;237;6;100;350;18;3;2615;259;134
2022-03-22;4;254;4;104;378;23;4;2665;235;125
2022-03-25;3;240;3;85;382;27;8;2809;277;120
2022-03-31;5;230;5;96;371;16;5;2709;241;118
2022-04-04;2;232;3;105;359;17;5;2767;221;122
2022-04-06;4;255;3;113;338;13;3;2711;230;127
2022-04-13;6;208;2;97;343;25;2;2559;246;139
2022-04-17;4;223;1;106;304;7;2;2513;252;109
2022-04-25;3;243;4;100;308;0;5;2444;233;109
2022-04-27;1;217;2;100;330;18;4;2621;238;120
2022-04-28;3;233;3;108;340;29;6;2656;242;126
2022-05-01;5;241;5;98;320;0;5;2604;235;117
2022-05-14;2;266;1;119;320;0;7;2985;291;125
2022-05-16;4;258;4;100;360;18;5;3081;319;131
2022-05-26;5;231;6;104;331;22;2;2956;289;123
2022-05-30;2;264;0;115;371;22;4;3254;309;136
2022-06-02;2;230;5;92;328;26;1;2955;306;143
2022-06-03;3;225;3;85;308;19;0;2970;308;125
2022-06-07;4;233;3;84;332;27;4;2888;271;125
2022-06-08;5;218;1;84;301;19;6;3060;286;134
2022-06-10;2;239;1;113;323;0;4;2970;287;158
2022-06-14;5;239;2;116;304;27;6;3156;300;106
2022-06-17;4;273;3;108;269;15;4;3001;298;116
2022-07-16;6;286;1;146;315;9;4;3147;322;134
2022-07-18;3;283;2;117;320;28;11;3101;343;96
2022-07-19;2;249;3;100;328;25;3;2827;275;112
2022-07-23;4;234;3;117;325;0;5;2626;292;122
2022-07-30;2;264;0;117;368;0;7;2886;329;120
2022-08-09;1;238;6;94;310;38;2;2770;253;92
2022-08-10;4;211;3;106;318;28;2;2772;247;107
2022-08-12;4;245;3;103;314;26;3;2806;264;112
2022-08-13;5;257;4;121;308;3;5;2638;255;119
2022-08-16;3;220;3;88;317;20;1;2657;261;90
2022-08-19;5;250;8;103;301;18;3;2836;278;127
2022-08-27;5;215;4;107;278;3;4;2590;244;98
2022-08-29;3;242;1;102;328;26;2;2697;240;143
2022-08-31;3;205;4;90;300;28;2;2541;213;109
2022-09-02;1;218;5;86;261;24;5;2574;235;143
2022-09-06;0;263;1;108;307;32;3;2624;246;139
2022-10-03;7;253;4;107;279;26;4;3033;305;130
2022-10-07;0;263;3;103;284;30;2;2843;276;161
2022-10-09;4;239;4;100;267;3;3;2491;262;141
2022-10-13;3;250;2;107;304;18;4;2901;286;156
2022-10-15;3;243;4;109;264;1;3;2607;243;167
2022-10-18;4;222;6;78;277;16;2;2768;226;151
2022-10-22;0;210;2;81;303;1;1;2544;254;154
2022-10-24;1;249;7;99;294;28;2;3083;287;140
2022-11-02;2;222;5;92;260;33;2;2846;242;162
2022-11-03;1;247;4;98;293;15;3;2719;272;147
2022-11-13;1;234;1;105;263;0;4;2673;250;128
2022-11-15;1;227;10;110;278;21;3;2801;281;139
2022-11-29;6;250;2;116;284;19;4;2894;252;142
2022-12-02;5;254;5;90;243;21;6;2919;247;145
2022-12-05;3;254;6;126;260;20;2;2988;304;154
2022-12-07;0;262;7;107;294;16;7;3051;258;151
2022-12-26;0;263;5;101;246;19;2;3123;290;145
2023-01-02;3;217;3;78;285;20;2;2661;201;121
2023-01-17;2;253;3;104;334;19;2;2724;222;146
2023-01-26;4;244;5;101;345;23;7;2778;238;149
2023-03-01;2;249;2;108;308;18;4;2793;229;137
2023-03-03;2;254;5;117;325;35;3;2923;222;158
2023-03-06;0;280;6;122;326;19;5;3063;245;175
2023-03-08;1;250;7;97;340;25;4;2817;251;144
2023-03-18;4;261;3;105;282;0;2;2616;195;151
2023-03-23;3;234;4;100;314;26;1;2578;214;117
2023-03-26;4;247;2;91;315;0;7;2442;206;108
2023-04-03;5;220;3;86;230;17;5;2770;206;162
2023-04-09;2;235;3;84;245;0;2;2559;203;139
2023-04-19;4;247;1;102;308;25;4;2805;193;169
2023-04-24;3;251;3;82;277;26;5;2832;232;155
2023-05-04;2;218;2;74;287;23;2;2746;214;166
2023-05-06;4;230;2;95;266;0;2;2596;202;151
2023-05-11;3;213;1;106;306;23;5;2798;239;166
2023-05-12;3;253;3;89;284;14;3;2839;204;154
2023-05-20;7;231;3;100;242;1;3;2772;192;179
2023-05-23;3;248;1;89;297;36;1;2929;267;156
2023-05-25;1;252;2;96;352;18;3;3029;236;168
2023-05-30;3;241;2;113;330;27;3;2889;219;141
2023-06-03;6;262;0;106;246;1;2;2880;220;186
2023-06-07;0;252;5;100;279;24;3;2774;230;144
2023-06-08;2;235;3;87;252;2;5;2568;202;155
2023-06-18;2;239;2;93;253;1;4;2686;215;154
2023-06-19;1;240;3;93;292;24;8;2942;219;146
2023-06-20;2;241;3;107;297;26;3;2756;198;150
2023-06-24;5;266;1;107;288;5;6;3138;253;174
2023-06-28;3;255;3;100;307;41;5;2983;251;142
2023-07-07;5;221;4;110;277;38;4;2903;243;158
2023-07-12;5;225;3;79;275;32;1;2817;204;133
2023-07-14;7;246;7;102;258;36;1;2988;215;158
2023-07-19;7;223;4;98;274;16;4;2801;210;155
2023-07-26;8;241;4;88;293;31;3;2857;270;89
2023-07-28;2;251;0;107;307;31;4;2950;280;130
2023-07-30;7;257;2;113;273;7;0;2827;287;100
2023-08-09;7;263;3;131;291;32;9;3144;335;116
2023-08-10;8;221;2;103;259;34;6;3111;302;107
2023-08-12;7;253;3;118;271;7;5;3108;338;103
2023-08-16;3;253;4;120;267;30;2;3066;320;81
2023-08-23;4;255;4;137;298;15;7;3201;352;64
2023-08-27;6;250;0;118;220;7;2;2771;304;64
2023-09-01;4;232;3;95;231;19;1;2828;269;75
2023-09-03;4;216;0;94;233;6;4;2719;260;84
2023-09-05;5;227;3;101;234;27;3;2797;270;96
2023-09-11;3;231;3;97;252;17;4;2967;289;86
2023-09-12;7;229;6;96;306;17;4;2810;278;84
2023-09-14;5;228;2;103;287;26;3;2935;247;132
2023-09-20;2;215;2;83;286;33;5;2718;223;125
2023-09-23;7;214;3;109;253;4;3;2714;255;112
2023-09-25;2;244;7;107;287;24;5;3105;305;147
2023-09-27;3;253;3;99;276;35;2;3047;280;101
2023-09-30;3;271;5;101;286;5;5;3033;330;140
2023-10-04;4;233;3;93;254;28;3;2883;244;139
2023-10-08;4;228;2;100;226;4;2;2697;271;107
2023-10-14;2;209;3;90;230;3;2;2623;297;108
2023-10-21;1;237;5;93;217;2;6;2645;292;108
2023-10-28;3;254;3;84;246;4;2;2604;285;78
2023-11-04;2;211;5;105;242;0;2;2467;257;100
2023-11-10;5;268;5;116;293;20;2;2922;295;145
2023-11-18;2;244;4;106;237;0;3;2635;260;124
2023-12-03;2;223;6;97;182;0;3;2495;252;78
2023-12-05;3;240;4;98;244;8;1;2763;274;138
2023-12-07;2;274;3;103;229;7;5;3089;308;151
2023-12-11;1;266;7;91;254;29;4;3123;333;134
2023-12-16;3;258;5;88;251;0;6;2924;289;149
2024-01-07;6;254;2;116;259;0;3;2839;308;121
2024-01-13;1;255;2;99;249;0;4;2586;359;117
2024-01-14;2;284;4;120;259;0;6;2750;330;123
2024-01-18;0;264;5;97;325;29;6;2839;347;161
2024-01-21;4;261;4;106;279;0;9;2590;286;120
2024-01-28;3;252;7;102;252;0;0;2379;280;118
2024-02-03;9;238;5;96;272;0;6;2580;342;81
2024-02-08;0;241;6;111;296;7;2;2655;275;141
2024-02-18;0;265;2;98;255;0;8;2460;271;118
2024-02-21;3;250;4;97;307;19;4;2651;335;85
2024-02-24;5;224;5;84;282;0;5;2445;303;115
2024-02-29;1;259;2;95;291;27;7;2581;343;137
2024-03-08;3;245;5;110;272;12;2;2790;351;166
2024-03-10;2;258;2;94;239;0;2;2580;368;129
2024-03-11;5;285;9;113;249;22;2;3033;445;145
2024-03-14;1;247;7;91;260;12;3;2728;387;151
2024-03-16;4;277;6;110;246;0;1;2870;401;137
2024-04-03;3;250;9;101;230;25;10;2739;367;141
2024-04-07;4;234;3;93;234;0;2;2637;328;115
2024-04-17;5;251;10;94;287;32;4;2914;390;101
2024-04-19;4;257;5;108;245;22;1;2854;322;131
2024-04-27;5;244;5;101;208;5;0;2502;299;130
2024-05-08;3;238;6;83;282;21;3;3003;337;134
2024-05-16;2;228;5;93;233;17;7;2706;314;146
2024-05-25;8;264;4;110;234;6;2;2969;293;122
2024-06-05;3;241;2;97;223;28;4;3005;318;148
2024-06-10;4;234;2;102;225;2;2;2829;322;135
2024-06-12;3;226;4;91;238;16;1;2807;324;165
2024-06-18;2;257;2;103;223;31;3;2620;289;154
2024-06-22;2;215;2;96;236;6;2;2650;250;161
2024-06-24;3;243;3;103;267;26;1;3007;296;167
2024-06-25;1;250;3;95;237;18;1;2796;257;139
2024-06-30;4;224;2;86;183;4;3;2658;288;127
2024-07-13;5;234;4;106;204;6;3;2747;276;123
2024-07-16;3;222;5;101;249;34;3;2617;322;123
2024-07-21;6;230;0;89;229;5;4;2734;311;108
2024-08-01;1;242;2;98;232;40;4;2669;268;117
2024-08-04;4;230;2;89;210;7;6;2794;281;139
2024-08-05;3;277;2;112;258;55;3;2943;305;144
2024-08-06;3;247;4;111;239;44;6;2809;272;107
2024-08-08;6;238;3;111;256;40;2;2931;265;135
2024-08-20;4;234;1;119;243;36;5;2772;245;112
2024-08-24;4;232;1;95;173;12;5;2701;240;152
2024-08-30;4;209;2;88;225;36;3;2635;238;147
2024-08-31;2;209;4;85;211;6;5;2545;235;120
2024-09-06;2;218;1;92;223;24;4;2688;241;134
2024-09-07;1;259;3;86;174;2;2;2747;251;137
2024-09-16;6;256;2;139;273;49;5;3040;322;126
2024-09-20;2;248;3;94;243;24;3;2925;269;138
2024-09-21;4;227;2;97;198;0;2;2705;223;129
2024-09-24;5;211;7;77;230;31;5;2696;271;125
2024-09-30;3;235;3;105;271;31;4;3071;303;119
2024-10-05;4;254;1;101;212;0;5;2854;283;102
2024-10-06;2;268;1;112;235;0;6;2649;242;97
2024-10-08;2;206;6;87;272;26;1;2775;273;122
2024-10-09;0;224;6;89;296;8;4;2721;275;116
2024-10-15;0;244;3;87;287;23;6;2861;280;105
2024-10-17;6;238;1;98;265;14;7;2728;274;122
2024-10-18;3;204;7;94;268;24;3;2732;296;138
2024-10-25;3;215;2;88;239;29;3;2601;241;156
2024-10-31;1;224;4;95;177;16;7;2584;240;113
2024-11-01;8;253;1;87;194;0;2;2790;250;132
2024-11-26;2;242;3;109;312;22;2;2919;284;129
2024-11-28;1;239;4;108;299;22;0;2965;306;154
2024-12-01;2;257;4;107;201;0;0;2786;246;131
2024-12-14;6;268;3;98;225;0;6;3000;283;133
2024-12-15;2;287;1;104;223;0;7;2887;287;121
2024-12-16;4;281;9;126;311;29;7;3269;314;130
2024-12-18;3;287;4;118;288;24;7;3199;298;146
2024-12-20;3;275;6;96;272;23;4;3005;290;158
2024-12-21;3;282;4;113;226;0;6;3223;304;143
2024-12-27;3;291;4;110;317;19;5;3127;322;155
2025-01-05;0;291;2;125;259;0;5;2955;439;0
2025-01-06;2;306;3;116;351;28;4;3559;459;0
2025-01-09;1;267;6;108;276;28;7;3253;510;0
2025-01-10;1;280;6;99;299;26;4;3302;490;0
2025-01-12;4;255;2;107;227;0;5;2994;391;0
2025-01-25;5;249;5;103;265;0;9;2982;365;0
2025-01-27;0;269;3;119;257;18;4;3219;424;0
2025-01-29;3;229;4;102;243;15;4;3001;396;1
2025-02-05;2;236;4;103;282;17;4;3076;428;0
2025-02-13;5;271;5;109;282;30;10;3247;422;0
2025-02-21;1;244;4;112;271;12;3;3086;416;1
2025-02-22;2;250;4;99;253;0;3;2877;362;1
2025-03-01;1;273;0;126;233;0;6;3036;386;0
2025-03-04;3;255;4;123;220;16;9;2842;412;1
2025-03-07;1;261;6;114;260;21;5;3140;400;0
2025-03-08;1;238;3;105;229;0;5;2774;378;0
2025-03-09;4;289;2;104;210;0;6;2939;366;1
2025-03-24;2;286;4;109;278;39;5;3389;445;1
2025-03-25;2;296;2;117;286;23;4;3287;428;1
2025-03-26;1;264;4;116;275;23;10;3146;437;2
2025-03-29;3;262;4;110;244;0;7;3075;403;1
2018-03-02;1;305;5;121;475;10;2;2436;465;152
2018-03-06;4;282;3;104;467;37;1;2317;434;120
2018-03-08;0;278;2;88;460;16;1;2358;459;143
2018-03-12;2;288;2;99;468;27;1;2439;509;128
2018-03-21;3;278;3;104;475;22;3;2178;419;133
2018-03-22;1;284;4;99;465;18;1;2236;451;146
2018-03-27;2;274;4;92;425;30;4;2222;459;172
2018-03-29;5;271;0;91;393;16;3;2089;381;114
2018-04-01;3;260;1;111;414;0;6;2297;460;98
2018-04-05;2;245;3;108;419;29;4;2238;479;109
2018-04-09;2;274;4;85;442;32;2;2439;478;118
2018-04-12;2;278;7;94;423;6;2;2282;404;132
2018-04-24;1;283;1;87;459;25;3;2400;416;132
2018-04-27;2;225;4;65;401;25;2;2221;397;106
2018-04-29;1;230;6;86;379;0;1;1954;300;72
2018-05-03;4;259;6;86;428;33;4;2279;430;134
2018-05-05;1;221;2;90;416;0;1;2209;371;116
2018-05-08;1;244;0;85;416;31;0;2183;416;121
2018-05-09;2;235;7;93;415;26;1;2160;394;107
2018-05-10;5;253;3;87;446;43;5;2321;447;151
2018-05-21;2;260;1;93;459;34;4;2267;401;126
2018-05-22;2;247;1;89;428;25;0;2159;393;103
2018-05-25;0;247;2;95;401;13;2;2284;429;137
2018-05-28;3;252;4;99;448;15;2;2213;405;139
2018-06-01;2;236;4;84;367;21;1;2229;390;128
2018-06-03;5;223;5;94;375;1;2;2109;344;89
2018-06-12;1;227;5;84;382;24;2;2156;367;91
2018-06-13;2;238;0;64;419;13;5;2189;403;138
2018-06-18;2;257;3;86;433;39;2;2518;445;186
2018-06-19;2;274;4;80;411;25;4;2419;422;153
2018-06-26;3;216;5;92;421;20;2;2284;402;134
2018-06-27;2;247;4;105;387;33;1;2147;389;138
2018-07-03;1;240;2;101;411;20;2;2107;349;119
2018-07-07;4;250;0;100;406;1;1;2264;410;124
2018-07-23;1;236;5;92;381;23;2;2258;390;113
2018-07-27;2;245;2;100;377;24;2;2142;389;101
2018-08-01;3;274;2;89;410;17;5;2306;396;122
2018-08-09;5;242;4;100;412;17;2;2423;386;94
2018-08-21;5;248;3;98;442;18;8;2544;414;92
2018-09-02;4;237;1;96;357;1;1;2363;417;107
2018-09-03;3;215;2;91;365;30;1;2343;427;125
2018-09-06;4;210;9;91;373;23;3;2096;372;114
2018-09-10;3;252;11;93;429;29;2;2343;400;132
2018-09-17;8;237;0;98;400;37;4;2350;373;140
2018-09-23;1;232;5;93;390;2;0;2268;322;109
2018-09-26;6;219;6;87;436;22;1;2452;408;143
2018-10-01;3;259;3;101;430;30;0;2399;414;149
2018-10-04;6;246;6;78;416;30;2;2269;347;129
2018-10-11;1;256;6;96;410;34;1;2196;370;126
2018-10-14;4;222;2;100;375;0;2;1999;338;82
2018-10-29;3;243;2;87;434;34;1;2388;350;119
2018-11-02;1;241;4;90;374;16;1;2522;352;128
2018-11-04;1;235;0;95;350;0;3;2090;312;111
2018-11-08;2;249;4;102;426;17;2;2678;378;134
2018-11-15;3;254;2;88;422;28;2;2344;370;113
2018-11-20;6;256;2;98;410;27;3;2280;328;120
2018-11-28;5;259;4;91;417;18;1;2187;370;137
2018-11-29;0;240;2;85;410;13;2;2248;368;141
2018-12-06;1;317;5;106;403;24;1;2455;397;146
2018-12-14;4;244;8;87;384;12;2;2428;378;149
2018-12-18;1;269;5;94;401;5;4;2237;376;140
2018-12-22;3;268;5;96;390;0;1;2568;415;119
2018-12-27;1;289;7;96;415;23;2;2490;407;140
2019-01-05;1;299;6;108;397;0;2;2452;377;93
2019-01-07;3;340;4;116;423;35;0;2718;427;148
2019-01-13;1;287;5;117;413;0;2;2584;391;118
2019-01-17;3;344;4;128;453;34;2;2646;473;145
2019-01-30;0;318;10;116;415;16;3;2528;392;116
2019-02-20;2;260;1;84;398;34;1;2321;417;127
2019-02-28;3;264;8;93;391;20;2;2358;377;107
2019-03-12;5;276;2;100;384;27;2;2276;330;110
2019-03-14;2;258;5;104;366;41;0;2369;396;119
2019-04-02;1;254;6;98;392;20;0;2277;365;117
2019-04-08;3;294;7;95;390;16;3;2414;384;136
2019-04-09;4;229;4;92;385;12;0;2140;316;105
2019-04-10;2;263;3;94;400;11;1;2246;362;118
2019-04-12;2;257;3;105;384;20;1;2310;406;141
2019-04-16;0;229;4;81;383;20;0;2239;351;119
2019-04-26;5;248;3;83;378;16;1;2312;379;125
2019-04-27;1;248;5;96;355;0;1;2302;385;104
2019-05-01;2;261;2;100;378;0;1;2116;317;94
2019-05-07;2;234;7;93;414;20;4;2232;376;100
2019-05-10;2;269;4;99;407;28;3;2300;408;111
2019-05-13;4;271;7;107;428;25;3;2569;394;126
2019-05-16;3;236;3;85;408;28;3;2323;317;110
2019-05-18;6;256;3;105;366;0;1;2175;314;101
2019-05-21;5;248;1;79;388;24;3;2196;340;103
2019-05-23;1;249;4;99;403;26;0;2298;312;107
2019-05-24;0;265;5;119;417;20;2;2370;370;109
2019-05-25;3;263;1;112;374;0;0;2266;354;95
2019-05-31;3;250;2;93;426;27;2;2503;375;130
2019-06-04;2;257;2;97;371;17;0;2417;364;155
2019-06-18;0;229;0;105;345;24;0;2264;299;119
2019-06-26;3;239;3;97;344;17;1;2182;298;124
2019-06-28;3;241;6;83;293;19;0;2219;357;124
2019-07-02;3;241;1;88;351;22;0;2317;331;116
2019-07-05;2;246;4;111;349;25;4;2249;321;117
2019-07-06;2;230;3;86;352;7;3;2300;349;103
2019-07-24;2;251;5;88;383;22;1;2404;333;118
2019-07-29;2;259;1;89;359;31;3;2374;336;99
2019-08-01;5;256;5;100;337;18;1;2289;331;120
2019-08-04;2;238;4;107;353;4;1;2382;348;115
2019-08-10;3;258;1;88;342;4;1;2266;362;106
2019-08-11;0;221;4;96;320;2;4;2263;353;87
2019-08-17;2;278;2;103;341;0;1;2525;331;118
2019-08-27;4;256;2;96;345;20;1;2248;338;125
2019-08-29;3;255;3;100;364;25;3;2317;293;113
2019-09-07;4;246;3;102;353;0;0;2324;330;92
2019-09-18;3;271;6;100;394;14;3;2436;347;102
2019-09-27;0;267;0;90;390;28;0;2445;347;107
2019-10-01;1;282;4;100;395;10;1;2434;352;119
2019-10-02;4;272;6;94;413;31;2;2420;300;95
2019-10-04;5;285;9;108;451;29;0;2557;389;121
2019-10-13;0;275;0;96;366;0;3;2394;280;112
2019-10-15;3;307;3;96;429;20;1;2488;398;133
2019-10-20;3;284;6;93;369;0;1;2415;347;88
2019-10-23;4;272;3;95;427;19;1;2398;385;120
2019-10-26;4;287;3;102;398;0;0;2400;328;102
2019-10-28;1;287;4;102;420;42;1;2645;394;125
2019-11-08;3;288;3;94;418;34;2;2616;368;125
2019-11-11;1;284;2;106;385;22;1;2609;390;137
2019-11-13;2;241;4;108;416;25;1;2479;346;105
2019-11-23;1;262;4;87;347;0;0;2377;319;102
2019-11-26;0;269;9;114;374;16;1;2526;387;120
2019-11-30;3;295;2;124;369;0;0;2488;333;125
2019-12-05;3;287;1;115;395;25;4;2497;377;129
2019-12-07;2;267;0;111;341;0;2;2393;347;131
2019-12-09;2;304;5;123;414;30;1;2672;379;151
2019-12-15;1;294;5;118;368;0;0;2466;336;115
2019-12-17;3;277;5;103;402;39;1;2583;343;120
2019-12-24;3;283;8;113;334;16;2;2382;332;109
2019-12-27;2;273;9;89;404;24;2;2457;355;130
2019-12-29;2;303;0;103;366;0;1;2448;351;103
2020-01-02;3;284;4;93;366;20;0;2536;375;110
2020-01-07;4;302;7;116;395;30;2;2715;412;120
2020-01-08;2;309;5;110;439;39;1;2853;386;128
2020-01-24;2;326;4;110;427;28;0;2750;406;123
2020-01-27;3;335;5;106;425;21;4;2838;372;115
2020-02-12;3;265;6;104;360;28;1;2475;357;114
2020-02-19;5;293;2;106;389;23;4;2566;363;107
2020-02-26;6;255;7;91;412;18;3;2362;346;117
2020-02-28;2;318;1;101;397;23;2;2488;349;107
2020-03-07;2;252;3;103;342;0;4;2296;339;108
2020-03-11;1;242;2;80;347;23;0;2371;345;125
2020-03-13;3;235;4;77;299;13;1;2077;279;107
2020-03-15;1;240;1;82;295;0;2;2029;288;102
2020-03-19;1;236;3;106;317;7;1;2007;303;98
2020-03-21;1;236;3;90;268;0;0;1711;253;76
2020-03-24;0;238;2;83;275;7;0;1715;260;89
2020-04-02;0;205;3;71;297;9;0;1032;262;90
2020-04-08;1;194;5;71;303;15;0;996;243;80
2020-04-10;1;189;1;66;289;0;0;1017;199;71
2020-04-13;0;200;0;73;299;6;0;985;213;88
2020-04-17;2;185;3;59;308;8;0;1002;269;92
2020-04-22;1;153;3;58;293;8;0;928;212;76
2020-04-30;0;173;5;48;313;12;0;940;212;75
2020-05-04;0;180;2;67;309;18;0;1882;236;93
2020-05-06;1;156;1;63;293;18;0;1823;249;92
2020-05-11;2;169;3;74;297;12;0;1804;240;76
2020-05-30;3;208;2;80;363;0;2;2116;245;119
2020-06-02;3;177;4;66;338;12;2;2046;235;126
2020-06-08;4;183;3;68;316;6;3;2047;238;128
2020-06-09;2;184;0;71;282;14;1;1979;192;84
2020-06-11;4;166;1;72;270;0;1;1786;176;93
2020-06-15;4;201;1;74;288;18;4;2083;233;129
2020-06-16;2;181;6;84;300;11;2;1840;197;100
2020-06-19;4;170;1;82;295;13;3;2041;250;92
2020-06-20;2;202;2;82;290;0;2;1955;219;92
2020-06-21;10;196;4;74;308;0;2;1971;214;102
2020-06-28;3;216;3;80;308;0;3;1992;234;96
2020-07-05;2;214;0;73;286;1;5;2043;241;100
2020-07-13;3;273;4;89;373;12;3;2540;311;99
2020-07-14;0;228;2;77;346;5;4;2296;253;108
2020-07-18;4;254;3;95;319;5;4;2565;309;120
2020-07-28;5;224;4;85;359;18;5;2189;265;89
2020-07-30;2;237;7;89;363;5;0;2268;226;99
2020-08-02;3;215;5;92;289;0;5;2107;228;91
2020-08-05;2;213;1;95;334;7;3;2384;296;88
2020-08-06;3;211;1;86;350;6;1;2400;287;96
2020-08-09;2;215;0;85;315;0;6;2151;224;93
2020-08-21;5;234;2;97;341;8;2;2278;238;104
2020-08-24;5;270;2;91;336;8;4;2464;275;99
2020-08-29;2;199;2;62;295;0;4;2034;228;98
2020-08-30;2;190;1;66;309;2;6;2051;201;97
2020-09-01;3;200;2;84;330;18;2;2094;258;100
2020-09-03;6;234;2;89;373;24;3;2240;251;110
2020-09-05;1;231;1;85;328;0;5;2197;248;81
2020-09-06;4;207;1;91;310;0;3;2203;251;94
2020-09-08;4;197;2;64;357;8;5;2318;283;90
2020-09-16;3;230;2;89;374;12;3;2277;271;86
2020-09-17;3;203;2;60;337;4;2;2155;245;88
2020-09-19;2;216;1;64;310;0;3;2051;222;98
