Período;Nº de acionamentos do Serviço de Helicópteros de Emergência Médica (SHEM);Nº de acionamentos das Viaturas Médica de Emergência e Reanimação (VMER);Nº de acionamentos de Ambulâncias de Transporte Inter-Hospitalar Pediátrico (TIP);Nº de acionamentos das Ambulâncias de Suporte Imediato de Vida (SIV);Nº de acionamentos das Ambulâncias de Emergência Médica (AEM);Nº de acionamentos dos Motociclos de Emergência Médica (MEM);Nº de acionamentos das Unidade Móvel de Intervenção Psicológica de Emergência (UMIPE);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos de Emergência Médica (PEM);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos Reserva (RES);Nº de acionamentos das Ambulâncias sedeadas em Postos Não INEM (NINEM)
2022-05-12;3;240;3;100;341;22;6;3028;308;134
2022-05-17;3;245;5;86;371;15;2;2951;289;142
2022-05-24;2;250;2;88;379;24;4;2721;270;117
2022-05-25;0;201;1;80;339;29;2;2906;270;137
2022-06-04;3;244;2;93;281;0;4;2927;309;141
2022-06-05;2;221;4;103;298;0;5;2749;280;121
2022-06-09;0;239;2;103;297;16;2;3168;319;143
2022-06-22;3;210;6;90;296;25;3;2549;290;135
2022-06-24;0;215;2;99;283;19;3;2817;249;124
2022-06-27;6;230;2;101;313;23;3;2752;257;122
2022-07-07;2;251;2;122;324;12;4;2954;289;125
2022-07-20;6;230;6;102;368;27;4;2759;252;97
2022-07-24;4;226;9;90;330;0;6;2590;282;109
2022-07-25;6;251;4;118;351;27;2;2918;285;114
2022-07-26;3;220;4;109;341;37;2;2719;257;108
2022-08-03;3;253;3;107;336;22;3;2752;253;126
2022-08-04;3;238;8;100;318;37;3;2746;271;104
2022-08-05;3;241;5;124;325;18;4;2787;276;103
2022-08-07;2;228;1;105;304;4;6;2699;285;128
2022-08-20;4;234;2;101;328;2;3;2789;255;118
2022-08-22;5;285;2;125;315;29;4;3032;293;105
2022-08-28;4;216;3;98;328;4;3;2575;241;137
2022-09-10;4;224;2;108;284;3;3;2709;283;152
2022-09-11;5;240;0;101;294;2;5;2804;257;155
2022-09-12;0;245;4;107;305;15;3;2862;256;150
2022-09-13;1;227;8;80;314;16;2;2557;243;136
2022-09-19;2;235;4;97;343;23;5;2894;297;155
2022-09-20;6;227;4;84;357;29;4;2934;292;136
2022-09-23;2;219;0;102;316;29;5;2828;275;140
2022-09-24;9;232;3;96;281;2;1;2528;211;135
2022-09-26;4;240;4;108;321;41;1;2830;236;133
2022-09-30;3;223;4;112;323;23;2;2689;225;149
2022-10-11;3;248;9;95;320;22;6;2831;298;154
2022-10-16;0;199;2;82;262;1;3;2476;243;118
2022-10-20;0;226;9;80;292;18;3;2781;269;174
2022-10-21;1;243;7;88;267;21;3;2824;278;156
2022-10-23;2;217;4;95;267;1;4;2438;256;145
2022-10-31;1;240;8;113;299;21;3;2844;279;158
2022-11-04;3;249;2;96;315;14;3;2789;287;124
2022-11-05;4;231;3;114;282;0;3;2609;274;157
2022-11-07;5;268;4;110;314;38;4;3029;284;147
2022-11-12;1;249;4;105;276;0;7;2815;294;148
2022-11-23;3;260;10;100;315;9;3;2948;265;141
2022-11-27;0;254;4;103;299;0;7;2622;252;156
2022-12-03;2;256;1;104;249;0;1;2900;245;145
2022-12-10;3;272;6;107;261;0;3;2850;272;130
2022-12-11;0;272;5;107;227;0;3;2836;265;157
2022-12-18;5;270;4;111;292;0;5;2750;262;147
2022-12-20;0;247;2;96;279;18;2;2877;231;148
2022-12-22;2;263;8;98;293;22;2;2780;254;162
2022-12-25;1;256;3;105;223;0;1;2608;245;149
2022-12-27;2;277;0;114;272;18;3;2862;269;138
2023-01-01;2;285;2;124;315;2;7;2998;235;174
2023-01-03;3;271;1;123;361;53;5;3195;249;141
2023-01-12;0;235;4;97;309;19;4;2781;225;126
2023-01-15;2;235;2;93;301;4;5;2511;201;134
2023-01-18;6;259;9;105;340;23;5;2795;204;131
2023-01-22;2;243;4;99;315;0;3;2473;203;115
2023-01-23;3;244;5;110;365;26;5;2968;226;145
2023-01-24;5;224;2;99;358;25;1;2739;228;133
2023-02-05;3;252;3;114;327;0;5;2791;251;157
2023-02-13;4;284;3;134;358;13;6;3210;261;172
2023-02-19;4;255;4;104;285;0;2;2721;237;131
2023-02-20;4;269;7;97;313;15;3;2945;260;162
2023-02-21;4;234;2;95;292;8;3;2674;203;144
2023-02-22;4;240;5;97;312;19;7;2835;241;165
2023-03-02;9;269;5;95;331;50;2;2961;252;132
2023-03-10;1;252;3;103;301;27;5;3044;249;179
2023-03-12;3;242;3;114;310;0;2;2656;233;143
2023-03-27;1;251;3;111;381;23;3;2933;223;165
2023-03-29;3;207;2;81;311;29;5;2592;193;146
2023-03-31;1;243;4;88;337;21;4;2789;270;155
2023-04-04;4;231;2;103;257;23;2;2631;203;155
2023-04-05;2;254;0;102;263;28;4;2728;228;155
2023-04-06;4;240;8;86;240;30;6;2749;198;158
2023-04-11;3;247;3;82;247;27;3;2782;263;153
2023-04-13;6;230;3;88;236;26;5;2594;230;141
2023-04-18;3;218;4;95;274;23;3;2850;234;144
2023-04-23;2;234;4;104;268;0;1;2704;203;139
2023-04-25;3;238;5;94;270;0;4;2489;187;134
2023-04-28;3;234;5;95;270;25;3;2905;220;177
2023-04-29;3;241;3;73;249;0;3;2721;201;147
2023-05-02;5;232;4;97;324;25;2;3067;250;164
2023-05-03;3;228;7;98;301;26;2;2815;227;161
2023-05-07;4;253;2;99;268;0;6;2588;213;131
2023-05-13;5;216;0;111;255;3;2;2561;216;149
2023-05-19;5;257;3;96;273;15;5;2926;217;153
2023-06-04;7;282;0;99;260;7;5;2815;199;140
2023-06-06;5;242;1;94;309;29;1;2829;223;138
2023-06-09;3;233;5;104;245;25;3;2871;252;154
2023-06-11;3;269;3;97;231;4;9;2736;202;127
2023-06-23;3;264;5;106;272;47;4;2919;208;174
2023-06-29;4;252;8;89;319;23;4;2853;198;129
2023-07-05;2;223;2;112;268;26;4;2842;201;146
2023-07-09;5;249;2;98;263;10;2;2741;237;121
2023-07-13;6;250;3;114;307;28;4;2921;217;131
2023-07-17;2;250;4;115;258;22;3;3067;257;171
2023-07-18;4;241;5;96;248;39;2;2851;237;171
2023-07-20;5;244;1;103;275;37;3;2918;212;153
2023-07-21;2;228;6;102;269;37;4;2847;254;136
2023-07-22;4;247;2;116;247;12;3;2837;270;110
2023-07-25;2;245;7;77;281;20;5;2810;274;115
2023-08-03;5;223;5;99;260;32;5;2829;251;117
2023-08-05;8;237;6;116;266;15;3;3163;327;128
2023-08-13;5;236;2;131;228;6;3;2969;288;76
2023-08-14;8;222;0;102;270;24;4;3098;331;108
2023-08-24;4;253;6;113;272;32;2;3199;333;58
2023-09-06;3;253;1;109;275;41;2;2882;270;86
2023-09-15;4;231;3;91;235;26;4;2822;285;127
2023-09-18;3;265;2;92;270;28;5;2805;275;96
2023-09-21;4;231;1;105;276;21;4;2667;271;130
2023-09-22;4;243;1;101;262;34;5;2859;280;97
2023-09-29;2;247;4;85;314;35;2;3073;290;140
2023-10-01;3;269;0;114;239;7;3;2876;330;91
2023-10-02;1;231;3;108;254;22;2;3103;296;139
2023-10-05;1;248;2;96;241;4;5;2537;291;80
2023-10-15;2;221;2;95;254;1;5;2505;262;82
2023-10-30;2;235;5;111;288;21;2;2820;293;109
2023-11-01;1;281;4;88;249;0;1;2631;236;129
2023-11-03;4;260;3;87;271;15;2;2720;260;108
2023-11-07;2;259;3;115;297;15;3;2720;269;119
2023-11-12;2;249;5;92;273;2;2;2728;266;151
2023-11-15;3;226;6;96;283;17;4;2824;302;134
2023-11-19;2;249;3;88;273;0;1;2575;269;130
2023-11-23;2;228;6;97;265;26;3;2702;287;155
2023-11-24;5;252;4;114;279;9;5;2804;259;142
2023-11-26;0;240;4;76;259;0;4;2489;255;127
2023-11-27;0;234;6;96;288;21;2;2867;283;122
2023-12-02;3;248;6;105;222;0;4;2788;303;101
2023-12-08;6;264;5;102;214;0;2;3070;296;171
2023-12-10;1;260;2;96;217;0;4;2794;307;132
2023-12-14;2;261;9;96;255;29;4;2964;372;102
2023-12-18;2;278;4;128;300;25;7;3225;348;141
2023-12-21;3;303;4;114;251;25;3;3176;332;148
2023-12-25;2;286;5;130;228;0;6;3024;332;123
2023-12-29;3;257;6;97;278;21;2;3073;368;136
2023-12-30;2;317;5;130;294;0;1;3249;329;150
2024-01-01;1;328;4;137;313;0;6;3421;495;97
2024-01-04;3;307;6;124;305;37;6;3192;406;119
2024-01-10;3;286;5;108;300;16;5;2950;374;135
2024-01-16;2;296;2;97;312;32;5;3036;392;141
2024-01-19;6;252;2;96;283;17;0;2775;301;145
2024-01-26;3;269;4;123;321;28;3;2724;316;134
2024-02-01;2;247;5;100;283;16;3;2672;329;95
2024-02-02;4;224;7;85;277;19;2;2670;291;133
2024-02-04;2;241;0;102;271;0;2;2401;275;139
2024-02-07;5;265;8;101;319;19;8;2728;289;138
2024-02-15;0;271;4;105;276;17;2;2816;298;141
2024-02-16;1;265;8;108;281;22;4;2654;293;122
2024-02-20;5;243;7;95;298;29;4;2668;366;126
2024-02-25;2;244;2;81;262;0;5;2281;279;118
2024-02-28;3;260;3;114;322;21;4;2650;371;118
2024-03-18;3;274;5;118;274;26;2;3046;410;151
2024-03-20;3;226;2;77;302;19;1;2660;378;113
2024-03-22;2;247;5;104;241;27;1;2831;415;136
2024-03-23;3;247;4;106;246;1;5;2593;381;130
2024-03-29;2;242;2;93;249;0;3;2460;352;123
2024-03-30;0;249;0;106;248;0;2;2597;384;133
2024-04-04;4;262;4;106;218;13;4;2830;355;120
2024-04-08;6;263;6;115;242;10;4;2917;343;171
2024-04-11;4;272;2;103;272;15;3;2906;375;116
2024-04-15;5;267;3;110;283;31;7;3003;400;157
2024-04-18;3;239;2;108;255;27;5;2844;360;153
2024-04-21;4;212;2;71;234;1;2;2578;323;104
2024-04-23;4;226;6;105;276;17;4;2797;332;121
2024-04-30;5;252;3;99;288;19;3;2671;261;145
2024-05-02;2;226;2;105;244;20;2;2857;326;134
2024-05-07;7;241;7;111;276;30;5;2944;306;147
2024-05-13;2;236;3;106;252;17;5;2867;302;144
2024-05-17;5;237;6;80;221;28;1;2727;295;133
2024-05-23;1;244;3;104;245;24;3;3000;271;159
2024-05-29;4;271;5;109;266;33;2;3027;333;152
2024-06-02;3;232;3;92;218;5;5;2848;295;141
2024-06-07;1;223;7;94;190;20;2;2881;323;139
2024-06-11;2;233;5;95;211;33;4;2903;318;154
2024-06-17;2;217;5;104;232;16;4;2885;323;147
2024-06-27;4;240;1;96;235;29;1;2746;287;141
2024-06-28;2;222;6;77;203;28;8;2673;268;125
2024-06-29;2;193;2;85;186;1;3;2487;222;118
2024-07-05;4;226;4;98;253;31;4;2965;321;137
2024-07-09;0;265;4;102;276;23;5;2854;322;128
2024-07-15;5;227;5;87;243;28;1;2818;334;135
2024-07-19;3;217;5;95;244;37;1;2824;279;165
2024-07-22;7;250;2;108;279;36;5;3032;308;144
2024-07-28;6;214;5;112;246;6;6;2943;287;113
2024-08-03;6;217;2;97;202;10;3;2709;249;123
2024-08-10;6;260;3;114;216;8;2;2955;312;116
2024-09-12;3;208;5;113;245;30;6;2610;242;128
2024-09-25;0;226;3;105;265;20;0;2834;268;129
2024-09-28;5;234;3;113;227;7;1;2689;238;118
2024-10-20;7;253;3;101;246;0;2;2631;270;116
2024-10-22;1;245;1;102;290;32;7;2903;282;148
2024-10-28;6;240;3;89;280;25;3;2700;280;136
2024-10-29;2;241;1;87;260;14;3;2749;295;136
2024-10-30;1;231;6;80;217;10;3;2684;262;133
2024-11-14;1;208;1;80;236;16;5;2616;220;141
2024-11-15;4;233;2;98;253;17;0;2714;267;134
2024-11-19;1;232;1;109;267;28;2;2888;271;131
2024-11-22;1;223;4;104;251;25;5;2986;274;150
2024-12-30;2;288;1;120;297;34;4;3191;324;135
2025-01-04;2;277;3;147;248;0;12;3140;437;0
2025-01-14;2;267;3;102;315;19;5;2981;406;0
2025-01-17;4;258;5;127;283;19;6;3127;444;3
2025-01-19;2;277;2;118;249;0;9;2701;345;1
2025-01-20;0;269;4;99;279;13;5;3270;452;0
2025-01-21;0;259;3;108;291;14;4;3347;444;0
2025-01-26;0;267;3;95;244;0;6;2694;373;1
2025-02-01;2;266;1;119;237;0;0;2968;374;0
2025-02-02;0;248;2;109;259;0;2;2804;343;0
2025-02-03;3;262;4;116;278;22;7;3197;406;0
2025-02-04;3;258;4;91;284;14;5;3064;417;0
2025-02-09;1;263;2;95;256;0;8;2887;414;0
2025-02-20;1;254;1;110;296;22;7;3231;457;3
2025-02-24;3;280;2;114;301;21;2;3378;462;0
2025-03-03;5;275;4;108;249;22;3;3182;458;0
2025-03-11;3;267;2;119;288;32;6;3276;463;0
2025-03-13;3;262;4;96;276;16;4;3303;432;0
2025-03-28;3;299;7;107;269;32;4;3225;423;1
2025-03-31;6;276;6;104;273;23;4;3540;468;1
2018-03-19;2;263;1;99;432;23;1;2280;461;133
2018-04-06;4;249;2;101;422;12;2;2205;399;126
2018-04-15;0;252;2;86;410;0;1;2097;399;101
2018-04-18;4;237;3;94;448;25;1;2367;422;124
2018-04-20;1;282;3;110;442;36;0;2419;492;141
2018-04-23;3;287;3;117;445;43;4;2552;491;142
2018-04-26;6;236;4;123;433;27;2;2407;431;130
2018-05-16;4;236;3;90;423;28;3;2188;377;137
2018-05-17;1;286;8;99;426;15;3;2292;450;123
2018-05-23;2;242;9;78;435;34;2;2232;410;114
2018-05-26;3;229;5;93;406;0;2;2126;359;109
2018-05-29;4;240;5;80;398;19;2;2036;382;142
2018-05-30;2;215;4;108;402;18;3;2113;356;118
2018-05-31;3;223;2;71;371;0;1;1964;344;118
2018-06-02;2;234;1;91;382;2;1;2029;340;112
2018-06-06;1;234;1;81;391;20;3;2151;396;124
2018-06-07;2;223;4;91;393;19;3;2037;376;125
2018-07-02;0;250;5;81;412;17;2;2193;394;110
2018-07-09;4;240;1;108;395;24;4;2311;407;128
2018-07-10;4;237;7;93;398;23;1;2194;383;127
2018-07-15;2;221;3;93;344;0;2;2122;411;95
2018-07-20;0;232;9;107;395;27;2;2073;388;130
2018-07-21;4;257;0;104;348;3;0;2157;355;120
2018-07-22;8;239;1;94;355;8;2;2311;383;73
2018-07-31;2;255;1;93;399;26;1;2259;419;107
2018-08-02;5;252;3;106;444;29;2;2588;454;137
2018-08-04;5;309;2;119;420;2;1;2971;530;162
2018-08-06;4;345;3;111;414;35;4;3028;509;129
2018-08-17;4;248;5;102;337;23;2;2389;382;103
2018-08-20;1;266;1;115;437;27;0;2631;466;112
2018-08-25;5;219;1;87;356;3;2;2351;353;81
2018-08-28;0;254;6;96;383;10;6;2114;340;115
2018-08-29;1;207;6;102;420;19;0;2123;359;104
2018-08-30;1;237;5;80;412;25;1;2180;353;97
2018-09-01;4;215;5;89;361;1;1;2433;427;123
2018-09-12;7;221;3;79;415;23;0;2223;375;122
2018-09-15;6;254;6;89;363;1;1;2235;385;92
2018-09-18;1;215;6;86;376;33;1;2161;339;140
2018-09-29;1;278;2;101;409;1;1;2373;406;134
2018-09-30;2;223;5;93;398;6;2;2238;365;119
2018-10-02;5;210;5;84;460;26;2;2255;446;130
2018-10-07;5;223;3;79;362;0;1;2099;341;100
2018-10-10;4;252;1;87;422;39;2;2325;382;121
2018-10-13;2;245;6;68;371;0;1;2266;371;129
2018-10-23;3;227;4;85;395;23;2;2306;366;145
2018-10-30;5;266;1;77;435;27;2;2204;378;126
2018-11-10;2;265;4;102;408;0;2;2224;394;115
2018-11-11;1;249;5;88;393;0;0;2040;389;82
2018-11-14;3;260;4;96;469;34;1;2468;378;140
2018-11-21;3;249;4;96;368;21;2;2149;339;117
2018-11-24;4;260;1;79;386;0;4;2072;367;103
2018-12-01;3;261;4;103;392;0;2;2241;371;126
2018-12-02;1;269;0;98;364;0;0;2188;340;92
2018-12-04;1;245;8;87;391;15;3;2311;396;125
2018-12-07;4;252;4;80;385;13;2;2201;402;130
2018-12-11;2;254;5;101;420;14;2;2248;385;140
2018-12-16;1;291;2;128;359;0;6;2393;387;101
2018-12-20;2;280;4;104;414;15;2;2349;411;158
2018-12-26;3;283;5;86;384;18;3;2610;388;145
2019-01-03;1;279;4;105;401;23;1;2584;433;149
2019-01-11;5;303;5;112;423;38;3;2581;401;154
2019-01-16;2;297;4;112;458;26;2;2673;421;150
2019-01-18;2;301;8;116;415;24;2;2632;419;139
2019-01-19;0;296;8;115;440;0;3;2552;383;111
2019-01-20;3;332;10;117;388;0;2;2679;456;109
2019-01-22;3;275;8;104;385;24;1;2579;430;141
2019-01-24;1;311;6;114;426;17;1;2707;454;126
2019-01-25;2;320;5;102;443;24;2;2738;495;141
2019-01-26;4;311;4;122;454;0;1;2587;419;106
2019-02-09;2;305;2;98;401;0;5;2541;410;113
2019-02-16;5;303;1;125;428;0;2;2513;411;99
2019-02-17;3;299;2;115;419;0;0;2467;376;98
2019-02-18;3;260;6;119;400;28;2;2576;402;132
2019-03-02;3;250;2;95;368;0;3;2276;370;121
2019-03-05;2;255;5;86;338;10;1;2120;338;109
2019-03-07;2;249;3;88;370;12;1;2215;341;113
2019-03-09;2;276;5;91;390;0;3;2512;394;110
2019-03-13;3;225;2;89;374;20;0;2161;332;117
2019-03-15;3;270;2;102;390;23;4;2464;379;136
2019-03-16;4;277;5;109;357;0;6;2216;336;117
2019-03-19;2;259;5;92;396;23;1;2347;391;120
2019-03-28;3;231;5;104;386;24;2;2338;370;146
2019-03-30;3;263;4;76;394;0;3;2200;348;125
2019-04-01;4;287;4;129;393;24;0;2430;387;152
2019-04-05;3;262;5;96;382;8;1;2245;365;112
2019-04-15;2;259;2;94;402;13;1;2277;395;116
2019-04-25;4;212;2;80;334;0;2;1894;293;92
2019-05-02;2;243;2;91;448;20;2;2533;391;118
2019-05-11;3;255;2;104;363;0;4;2263;349;85
2019-05-12;4;244;4;86;387;0;2;2350;369;103
2019-05-19;2;234;1;107;367;0;2;2094;326;100
2019-05-22;4;252;5;88;392;23;2;2319;356;108
2019-05-28;2;236;1;89;380;23;3;2316;352;98
2019-06-03;3;282;2;91;354;26;3;2539;350;147
2019-06-07;5;268;2;101;346;39;0;2432;351;138
2019-06-19;4;223;5;87;334;25;3;2260;321;129
2019-06-22;4;217;2;107;318;3;2;2260;326;100
2019-06-23;1;237;5;95;314;2;1;2260;316;111
2019-06-29;3;243;1;95;356;1;1;2313;342;106
2019-06-30;5;255;3;83;336;0;1;2306;340;114
2019-07-01;1;238;5;99;348;23;0;2491;373;125
2019-07-10;3;257;4;83;382;33;2;2399;355;123
2019-07-11;2;251;2;86;404;21;1;2458;360;128
2019-07-13;1;290;4;100;385;1;2;2342;399;119
2019-07-16;1;281;3;91;402;21;4;2287;339;102
2019-07-18;2;223;4;83;395;28;2;2328;344;112
2019-07-19;3;262;5;111;369;37;3;2430;327;117
2019-07-22;5;279;2;94;423;22;3;2561;361;143
2019-08-05;3;246;4;113;368;25;0;2556;381;107
2019-08-06;1;263;6;89;376;20;2;2423;376;97
2019-08-12;4;255;6;106;361;21;5;2452;350;116
2019-08-16;3;259;6;113;387;30;0;2589;354;131
2019-08-21;4;260;5;98;386;35;1;2511;358;127
2019-08-22;3;266;3;105;362;25;2;2472;363;111
2019-08-25;6;251;2;91;337;0;1;2304;323;90
2019-08-30;1;262;2;103;347;22;1;2448;310;88
2019-09-03;3;258;3;82;371;28;1;2317;398;117
2019-09-21;1;248;4;90;366;0;0;2364;314;90
2019-09-28;3;266;1;100;392;1;0;2279;318;101
2019-10-05;2;281;4;104;390;0;3;2311;303;110
2019-10-06;7;276;1;103;349;0;1;2298;319;115
2019-10-07;3;267;5;100;425;28;2;2543;336;129
2019-10-16;3;242;3;78;431;21;4;2341;317;122
2019-10-19;1;239;6;91;375;0;0;2194;310;96
2019-10-24;1;267;2;92;412;33;2;2411;383;138
2019-10-25;2;296;2;100;421;32;1;2636;381;147
2019-10-30;1;277;1;104;408;16;2;2465;336;126
2019-11-09;1;269;3;102;348;0;0;2298;304;100
2019-11-19;2;279;1;106;394;25;1;2555;337;113
2019-11-29;0;278;6;101;376;16;0;2595;416;116
2019-12-04;5;243;4;102;378;23;0;2465;315;137
2019-12-10;2;317;5;118;437;30;1;2475;365;115
2019-12-12;2;296;3;111;406;19;1;2549;344;130
2019-12-18;0;295;10;94;413;22;2;2495;322;124
2019-12-22;3;325;3;120;391;0;1;2707;353;113
2019-12-26;5;294;2;118;379;27;2;2536;355;127
2019-12-31;0;288;9;106;312;12;2;2311;305;76
2020-01-10;3;305;4;124;439;30;2;2826;401;117
2020-01-11;3;292;4;115;436;0;2;2599;390;122
2020-01-14;5;293;2;123;420;22;0;2632;400;132
2020-01-17;0;308;8;118;405;22;0;2696;396;132
2020-01-21;4;283;1;112;401;22;2;2638;382;112
2020-02-03;3;297;3;124;408;30;1;2789;465;124
2020-02-06;0;306;4;142;413;29;2;2518;344;117
2020-02-08;1;300;3;104;347;0;1;2342;332;93
2020-02-09;1;260;4;81;354;0;4;2310;326;82
2020-02-14;1;270;7;112;377;22;1;2549;361;119
2020-02-16;2;294;2;92;393;0;0;2302;328;96
2020-02-20;4;287;3;108;386;24;1;2511;371;104
2020-02-27;2;257;4;105;379;36;3;2479;364;103
2020-02-29;0;313;7;92;363;0;0;2281;310;98
2020-03-01;3;262;5;85;339;0;1;2179;274;113
2020-03-04;1;255;2;97;366;14;4;2369;315;112
2020-03-06;2;273;2;114;377;28;2;2388;351;118
2020-03-10;3;225;3;92;348;20;2;2270;313;124
2020-03-27;3;214;2;58;280;9;0;1657;253;85
2020-04-01;3;221;2;72;278;2;0;1732;230;73
2020-04-03;2;224;4;78;311;9;0;1056;219;94
2020-04-05;0;192;1;74;265;0;0;895;198;63
2020-04-11;1;178;2;65;316;0;0;1043;207;59
2020-04-18;2;190;3;69;289;0;0;1028;243;86
2020-04-29;0;139;0;47;282;9;0;882;214;71
2020-05-02;2;168;1;77;322;0;0;1830;256;86
2020-05-09;1;182;3;65;292;0;0;1702;204;91
2020-05-13;0;175;2;51;288;11;0;1730;201;82
2020-05-14;3;185;1;68;299;17;0;1718;231;72
2020-05-15;2;177;2;65;326;19;0;1882;252;82
2020-05-16;4;183;2;64;311;0;1;1864;245;90
2020-05-18;6;185;2;62;329;15;0;1995;285;81
2020-05-19;3;203;2;69;340;17;0;2020;249;86
2020-05-25;2;188;0;67;349;30;1;2116;293;102
2020-06-03;3;183;4;62;309;18;1;1991;202;121
2020-06-06;4;187;1;53;273;0;0;1793;219;91
2020-06-14;0;160;1;59;255;0;3;1857;195;95
2020-06-22;3;251;7;92;346;15;4;2272;257;136
2020-06-25;1;199;4;82;292;11;0;2025;231;118
2020-06-26;1;200;3;82;313;17;1;2011;214;107
2020-06-29;2;211;2;88;329;11;1;2091;241;110
2020-07-01;3;186;4;86;289;11;4;2000;243;93
2020-07-03;4;202;5;82;286;13;2;2034;211;90
2020-07-04;8;194;3;70;282;0;1;2032;243;89
2020-07-08;4;214;5;91;342;6;6;2281;281;113
2020-07-19;3;254;0;107;327;2;2;2343;292;103
2020-07-20;5;259;6;90;369;4;3;2592;330;101
2020-07-24;5;235;0;81;370;16;2;2299;269;101
2020-07-27;6;240;5;64;367;20;4;2355;287;108
2020-08-10;4;206;0;81;345;13;2;2394;234;95
2020-08-17;3;237;1;87;336;7;2;2275;297;128
2020-08-18;2;213;1;88;348;17;2;2314;253;93
2020-08-20;1;214;4;78;323;7;6;2271;240;96
2020-08-25;3;213;5;80;351;8;4;2312;264;122
2020-08-26;1;221;5;107;352;12;3;2357;267;104
2020-08-28;2;226;4;83;340;13;4;2255;236;107
2020-09-02;5;179;0;83;325;8;4;2166;244;100
2020-09-04;3;232;0;108;350;9;5;2258;250;97
2020-09-12;3;231;1;85;323;0;2;2420;259;102
2020-09-13;4;256;0;83;348;0;3;2254;245;106
2020-09-21;3;214;2;74;322;16;7;2245;242;106
2020-10-05;4;212;3;82;299;0;4;2187;236;105
2020-10-06;4;229;6;86;348;24;4;2404;275;120
2020-10-27;1;217;6;89;362;7;4;2283;244;100
2020-10-29;1;255;4;88;339;17;3;2425;266;106
2020-11-14;3;220;5;65;296;0;2;2022;249;99
2020-11-16;2;245;2;82;355;15;6;2497;284;156
2020-11-29;2;212;2;75;271;0;4;2051;230;86
2020-12-04;1;235;1;90;271;4;4;2396;241;147
2020-12-07;2;251;5;109;286;6;2;2457;256;132
2020-12-10;3;237;2;84;333;6;6;2589;266;123
2020-12-15;0;239;4;84;352;16;4;2438;248;134
2021-01-01;1;268;3;87;348;0;5;2387;253;105
2021-01-07;1;256;4;115;382;19;8;2881;283;144
2021-01-14;1;304;1;104;399;14;6;2745;334;136
2021-01-15;4;275;3;106;371;21;4;2836;322;162
2021-01-22;1;241;2;83;330;13;8;2402;236;107
2021-01-30;2;232;3;81;290;0;7;2092;201;97
2021-02-01;4;218;2;72;299;11;3;2151;237;129
2021-02-15;2;217;1;74;340;24;1;2010;230;92
2021-02-28;1;216;1;77;330;0;6;1747;171;70
2021-03-06;3;231;2;77;337;0;4;1904;220;77
2021-03-08;3;207;4;66;341;25;5;2013;216;97
2021-03-10;3;209;6;69;337;29;7;1806;190;100
2021-03-12;2;193;3;76;351;32;6;1894;210;77
2021-03-22;1;209;2;89;357;28;4;2220;252;96
2021-03-30;2;203;3;88;350;17;1;2009;225;86
2021-04-03;2;199;3;83;336;0;4;2066;203;87
2021-05-04;6;210;2;78;382;30;6;2202;256;98
2021-05-08;5;229;5;92;360;0;5;2358;225;113
2021-05-11;2;191;1;76;337;23;2;2255;223;114
2021-05-12;0;211;2;90;406;22;3;2350;233;129
2021-05-15;1;212;3;89;357;0;1;2266;219;111
2021-05-26;3;204;2;96;419;18;4;2508;241;130
2021-06-05;3;246;2;83;355;0;2;2361;216;97
2021-06-09;3;214;4;104;367;28;6;2568;281;147
2021-06-13;10;234;3;118;340;2;2;2470;246;107
2021-06-15;1;224;0;97;371;35;4;2665;248;149
2021-06-17;0;243;2;87;377;32;4;2630;241;132
2021-06-18;2;222;2;77;352;20;5;2504;221;113
2021-06-23;5;219;7;90;336;24;5;2385;224;110
2021-06-24;2;251;3;101;387;16;4;2689;243;146
2021-06-27;2;234;3;100;323;0;4;2251;219;114
2021-06-28;2;206;2;100;382;26;4;2667;246;124
2021-07-01;6;209;1;94;403;20;6;2514;231;118
2021-07-15;2;228;6;93;371;21;4;2745;264;113
2021-07-25;2;234;3;102;327;3;8;2469;223;88
2021-07-27;2;235;6;90;392;20;8;2613;243;103
2021-07-28;2;244;2;96;386;28;7;2590;262;125
2021-08-15;3;249;1;121;359;1;4;2744;222;114
2021-08-24;1;236;6;92;373;18;6;2650;279;124
2021-09-01;6;213;5;102;371;15;2;2440;236;132
2021-09-06;5;258;4;103;391;25;6;2801;280;124
2021-09-08;2;221;3;98;339;23;2;2530;274;96
2021-09-15;5;219;5;101;372;17;5;2455;207;101
2021-09-16;4;227;7;90;349;22;6;2599;210;117
2021-09-22;0;239;0;87;359;21;8;2468;216;106
2021-09-24;5;223;4;88;358;23;7;2659;247;118
2021-10-04;2;228;5;119;313;25;1;2640;254;116
2021-10-07;3;244;1;82;355;22;2;2625;274;114
2021-10-14;2;211;3;90;384;26;3;2489;239;126
2021-10-15;5;224;4;91;366;16;4;2606;247;149
2021-10-18;2;244;6;117;378;25;2;2778;299;122
2021-10-20;3;211;4;86;360;17;3;2523;238;99
2021-10-26;3;211;4;97;352;25;6;2507;208;141
2021-10-29;4;227;3;88;349;12;6;2564;223;137
2021-11-08;3;274;4;127;373;38;2;2958;270;134
2021-11-13;8;261;5;117;361;0;4;2569;271;118
2021-11-14;0;261;3;95;356;0;2;2483;254;126
2021-11-24;3;249;0;86;356;25;2;2611;234;128
